HomeNo|Channel|StartTime|Activity
37|15|20210222121622|Live
44|46|20210222121618|Live
6|64|20210222121609|Playback
33|1|20210222121603|Live
11|6|20210222121558|Playback
44|23|20210222121556|Playback
47|33|20210222121556|Live
72|97|20210222121549|Playback
20|28|20210222121547|Playback
54|64|20210222121541|Live
14|84|20210222121533|Playback
53|81|20210222121524|Live
28|96|20210222121518|Live
86|40|20210222121517|Live
89|0|20210222121514|Live
29|14|20210222121508|Playback
83|5|20210222121504|Live
85|33|20210222121501|Live
100|13|20210222121458|Live
16|48|20210222121453|Live
44|57|20210222121452|Playback
28|89|20210222121450|Live
51|31|20210222121447|Playback
63|16|20210222121445|Playback
29|93|20210222121437|Live
95|55|20210222121428|Live
72|66|20210222121426|Live
18|82|20210222121420|Live
91|42|20210222121419|Playback
6|90|20210222121414|Live
50|76|20210222121413|Playback
61|43|20210222121411|Live
75|82|20210222121409|Playback
6|60|20210222121403|Live
82|20|20210222121401|Live
70|71|20210222121354|Live
34|50|20210222121349|Live
80|31|20210222121341|Live
49|84|20210222121334|Live
1|76|20210222121326|Live
95|97|20210222121317|Live
52|51|20210222121313|Live
51|55|20210222121312|Playback
70|56|20210222121310|Live
99|67|20210222121310|Playback
94|73|20210222121305|Live
56|59|20210222121303|Live
69|73|20210222121257|Live
24|89|20210222121256|Live
55|76|20210222121255|Playback
22|23|20210222121252|Live
64|23|20210222121245|Live
9|77|20210222121241|Playback
63|74|20210222121237|Playback
36|56|20210222121235|Live
62|36|20210222121234|Live
50|24|20210222121232|Live
27|27|20210222121224|Live
15|47|20210222121218|Live
96|14|20210222121213|Live
21|82|20210222121211|Playback
8|72|20210222121207|Live
84|48|20210222121203|Live
44|12|20210222121157|Live
98|42|20210222121150|Live
98|80|20210222121147|Live
19|27|20210222121141|Live
36|72|20210222121132|Live
45|4|20210222121131|Live
65|22|20210222121126|Playback
76|15|20210222121126|Live
90|33|20210222121121|Playback
23|9|20210222121115|Live
58|60|20210222121113|Playback
52|69|20210222121109|Live
78|97|20210222121102|Live
92|44|20210222121054|Live
94|84|20210222121045|Playback
80|8|20210222121037|Live
25|11|20210222121034|Playback
41|27|20210222121030|Live
96|13|20210222121025|Live
28|91|20210222121019|Live
99|58|20210222121011|Live
54|9|20210222121009|Live
18|50|20210222121003|Live
81|44|20210222121000|Live
5|51|20210222120954|Live
60|13|20210222120949|Live
36|13|20210222120947|Live
55|90|20210222120944|Live
51|45|20210222120938|Live
43|24|20210222120933|Live
58|37|20210222120925|Playback
70|58|20210222120920|Live
50|27|20210222120914|Live
13|6|20210222120908|Live
30|83|20210222120905|Live
7|29|20210222120857|Playback
46|92|20210222120852|Live
20|33|20210222120848|Live
42|71|20210222120842|Live
7|60|20210222120841|Live
12|77|20210222120836|Playback
75|15|20210222120834|Playback
45|83|20210222120834|Live
54|21|20210222120834|Playback
59|86|20210222120832|Live
56|47|20210222120830|Live
66|70|20210222120828|Playback
41|76|20210222120819|Playback
34|56|20210222120815|Playback
42|92|20210222120814|Live
50|38|20210222120812|Live
16|30|20210222120807|Playback
24|35|20210222120802|Live
96|91|20210222120756|Live
34|37|20210222120752|Playback
3|50|20210222120746|Live
73|16|20210222120737|Live
98|24|20210222120731|Live
13|2|20210222120726|Playback
47|95|20210222120718|Live
47|43|20210222120709|Live
70|29|20210222120700|Live
41|96|20210222120656|Playback
9|3|20210222120651|Playback
89|81|20210222120649|Live
36|36|20210222120647|Playback
34|97|20210222120638|Playback
69|49|20210222120629|Live
65|30|20210222120620|Playback
32|52|20210222120620|Playback
36|27|20210222120614|Live
83|15|20210222120610|Live
50|63|20210222120601|Playback
7|83|20210222120553|Playback
32|61|20210222120548|Live
1|60|20210222120540|Playback
33|56|20210222120538|Live
98|89|20210222120534|Live
35|2|20210222120532|Live
46|90|20210222120528|Live
23|71|20210222120522|Playback
4|23|20210222120513|Playback
49|20|20210222120506|Playback
87|31|20210222120459|Live
85|2|20210222120450|Playback
42|75|20210222120449|Live
54|42|20210222120448|Playback
9|83|20210222120440|Playback
2|47|20210222120434|Live
97|10|20210222120434|Playback
23|45|20210222120429|Playback
96|63|20210222120420|Live
83|98|20210222120414|Playback
18|12|20210222120412|Live
52|73|20210222120403|Live
8|70|20210222120358|Live
45|57|20210222120357|Playback
4|32|20210222120354|Live
95|56|20210222120347|Live
11|84|20210222120339|Live
92|62|20210222120339|Live
9|14|20210222120331|Live
43|53|20210222120327|Playback
28|25|20210222120321|Live
93|20|20210222120315|Playback
81|26|20210222120310|Live
84|26|20210222120307|Live
20|77|20210222120301|Playback
51|25|20210222120252|Live
71|45|20210222120251|Live
1|89|20210222120246|Playback
47|26|20210222120241|Live
37|12|20210222120235|Live
82|12|20210222120234|Playback
92|77|20210222120225|Live
19|35|20210222120221|Live
58|84|20210222120214|Live
69|70|20210222120208|Live
7|77|20210222120159|Live
76|42|20210222120152|Live
75|30|20210222120150|Live
97|78|20210222120150|Live
37|23|20210222120143|Live
69|65|20210222120142|Live
35|77|20210222120140|Live
70|25|20210222120132|Live
32|57|20210222120132|Live
8|88|20210222120128|Live
77|88|20210222120121|Live
45|67|20210222120114|Live
44|15|20210222120106|Live
41|73|20210222120057|Live
99|37|20210222120056|Live
98|38|20210222120054|Live
58|50|20210222120053|Playback
1|9|20210222120051|Live
68|44|20210222120048|Live
22|36|20210222120046|Live
41|21|20210222120044|Live
31|29|20210222120040|Playback
90|37|20210222120034|Live
66|48|20210222120031|Playback
27|86|20210222120031|Live
62|81|20210222120030|Live
39|84|20210222120027|Live
29|49|20210222120021|Live
51|65|20210222120020|Live
76|77|20210222120012|Live
84|36|20210222120003|Live
28|20|20210222115955|Live
92|19|20210222115950|Live
43|91|20210222115941|Live
64|82|20210222115940|Playback
61|37|20210222115940|Live
76|3|20210222115933|Live
59|42|20210222115927|Live
100|26|20210222115927|Playback
90|33|20210222115925|Live
4|8|20210222115919|Live
84|49|20210222115912|Playback
97|57|20210222115909|Live
90|69|20210222115908|Live
98|0|20210222115906|Live
40|92|20210222115905|Live
75|95|20210222115900|Playback
88|97|20210222115853|Live
73|53|20210222115851|Live
22|4|20210222115850|Playback
35|17|20210222115848|Playback
36|16|20210222115846|Live
66|2|20210222115837|Live
67|27|20210222115832|Playback
33|75|20210222115829|Live
100|61|20210222115821|Live
33|54|20210222115812|Live
68|63|20210222115810|Live
94|55|20210222115803|Live
4|27|20210222115801|Live
96|47|20210222115801|Playback
65|70|20210222115757|Live
66|7|20210222115748|Playback
64|80|20210222115746|Playback
81|55|20210222115737|Live
98|4|20210222115728|Live
14|49|20210222115722|Playback
45|18|20210222115713|Live
99|98|20210222115706|Playback
97|22|20210222115659|Live
74|41|20210222115654|Playback
91|60|20210222115646|Live
69|21|20210222115640|Live
69|39|20210222115635|Live
70|61|20210222115631|Live
32|44|20210222115627|Playback
92|27|20210222115621|Live
63|30|20210222115621|Live
56|67|20210222115613|Playback
10|46|20210222115604|Live
69|47|20210222115600|Live
84|34|20210222115551|Live
72|62|20210222115544|Playback
27|63|20210222115536|Live
27|98|20210222115535|Live
28|20|20210222115526|Live
13|68|20210222115519|Playback
8|69|20210222115516|Live
84|12|20210222115514|Live
39|63|20210222115509|Live
10|52|20210222115501|Playback
92|8|20210222115457|Live
92|52|20210222115452|Live
59|77|20210222115448|Live
53|88|20210222115444|Live
29|14|20210222115441|Live
43|54|20210222115437|Live
79|82|20210222115429|Live
32|27|20210222115424|Live
50|18|20210222115423|Live
99|67|20210222115415|Playback
68|64|20210222115413|Playback
100|63|20210222115407|Live
41|57|20210222115403|Live
90|80|20210222115359|Live
10|81|20210222115358|Playback
44|15|20210222115349|Live
98|31|20210222115346|Live
83|97|20210222115344|Live
67|27|20210222115343|Live
73|89|20210222115337|Playback
61|62|20210222115332|Live
45|71|20210222115330|Playback
6|53|20210222115328|Playback
16|93|20210222115325|Playback
2|52|20210222115316|Live
41|69|20210222115311|Live
49|19|20210222115305|Playback
5|47|20210222115303|Live
23|4|20210222115256|Live
80|49|20210222115250|Live
95|49|20210222115244|Playback
21|83|20210222115235|Live
12|28|20210222115233|Live
85|71|20210222115224|Playback
57|3|20210222115224|Live
76|36|20210222115222|Live
42|67|20210222115222|Playback
98|64|20210222115214|Live
83|51|20210222115209|Live
83|7|20210222115202|Live
48|76|20210222115153|Playback
75|83|20210222115146|Playback
79|36|20210222115140|Live
2|96|20210222115132|Live
87|45|20210222115123|Live
84|71|20210222115121|Playback
92|8|20210222115117|Live
42|68|20210222115109|Playback
8|56|20210222115104|Playback
66|61|20210222115059|Live
11|46|20210222115057|Live
35|59|20210222115051|Live
64|64|20210222115046|Playback
66|21|20210222115043|Playback
65|76|20210222115040|Playback
53|82|20210222115037|Playback
98|19|20210222115031|Live
60|14|20210222115026|Live
70|96|20210222115019|Live
6|13|20210222115014|Playback
28|80|20210222115007|Playback
36|81|20210222115002|Live
71|46|20210222114956|Live
90|33|20210222114948|Playback
89|98|20210222114945|Playback
95|28|20210222114944|Live
3|75|20210222114935|Playback
44|62|20210222114926|Live
59|99|20210222114922|Playback
37|76|20210222114922|Live
96|83|20210222114916|Live
71|42|20210222114910|Live
90|57|20210222114901|Live
40|85|20210222114856|Playback
67|51|20210222114856|Playback
29|54|20210222114852|Live
57|43|20210222114848|Live
6|27|20210222114847|Live
94|3|20210222114842|Live
52|99|20210222114838|Playback
39|91|20210222114829|Playback
38|28|20210222114820|Playback
36|24|20210222114811|Live
73|34|20210222114805|Live
35|8|20210222114805|Live
47|71|20210222114759|Playback
45|57|20210222114753|Live
3|14|20210222114745|Live
82|45|20210222114739|Live
63|77|20210222114736|Playback
92|49|20210222114735|Live
87|77|20210222114735|Live
84|32|20210222114732|Live
88|54|20210222114732|Live
31|14|20210222114725|Playback
78|82|20210222114716|Live
58|79|20210222114714|Live
97|32|20210222114712|Live
94|26|20210222114708|Live
33|7|20210222114708|Playback
85|17|20210222114702|Playback
33|26|20210222114659|Playback
98|89|20210222114650|Playback
31|51|20210222114645|Live
16|36|20210222114639|Live
97|38|20210222114632|Live
11|45|20210222114627|Live
89|32|20210222114622|Playback
36|3|20210222114618|Live
49|50|20210222114615|Playback
5|27|20210222114608|Live
67|33|20210222114559|Live
91|69|20210222114551|Playback
71|21|20210222114542|Playback
62|36|20210222114533|Live
72|56|20210222114527|Live
47|20|20210222114522|Live
41|66|20210222114522|Live
53|80|20210222114521|Live
65|96|20210222114513|Playback
27|34|20210222114511|Playback
86|3|20210222114507|Live
95|95|20210222114500|Live
69|35|20210222114455|Live
74|86|20210222114447|Live
13|63|20210222114446|Live
80|84|20210222114444|Live
56|1|20210222114439|Live
88|14|20210222114437|Playback
19|83|20210222114428|Playback
94|76|20210222114424|Live
14|86|20210222114416|Playback
35|65|20210222114409|Live
9|63|20210222114403|Playback
24|42|20210222114402|Live
19|78|20210222114358|Playback
79|30|20210222114356|Playback
35|85|20210222114354|Live
60|61|20210222114351|Live
41|48|20210222114349|Live
76|43|20210222114347|Live
20|16|20210222114343|Live
88|55|20210222114340|Playback
75|45|20210222114338|Live
3|78|20210222114331|Playback
51|33|20210222114330|Playback
63|86|20210222114326|Live
19|49|20210222114319|Live
36|13|20210222114312|Live
88|41|20210222114303|Live
45|82|20210222114300|Playback
52|9|20210222114255|Playback
16|45|20210222114252|Live
82|4|20210222114246|Playback
54|5|20210222114246|Live
19|17|20210222114239|Live
43|6|20210222114231|Live
83|49|20210222114224|Playback
82|92|20210222114219|Live
70|70|20210222114210|Live
39|12|20210222114201|Live
23|36|20210222114152|Live
54|11|20210222114148|Live
7|56|20210222114148|Live
54|48|20210222114148|Playback
98|47|20210222114147|Playback
79|69|20210222114141|Live
52|48|20210222114137|Live
54|30|20210222114135|Playback
65|15|20210222114129|Playback
77|35|20210222114120|Live
33|18|20210222114118|Live
4|24|20210222114117|Playback
36|72|20210222114114|Live
96|0|20210222114112|Playback
87|20|20210222114104|Live
11|36|20210222114104|Live
33|92|20210222114056|Live
82|47|20210222114054|Playback
86|24|20210222114050|Playback
29|94|20210222114042|Live
39|73|20210222114037|Live
78|94|20210222114030|Live
27|24|20210222114026|Live
66|86|20210222114024|Live
31|59|20210222114023|Live
93|76|20210222114014|Playback
38|40|20210222114010|Playback
82|69|20210222114010|Live
49|15|20210222114003|Live
20|11|20210222114002|Live
52|82|20210222113954|Live
77|88|20210222113952|Playback
2|48|20210222113947|Live
71|26|20210222113938|Live
9|16|20210222113931|Playback
21|18|20210222113929|Live
11|60|20210222113924|Live
14|75|20210222113922|Live
45|77|20210222113920|Live
50|89|20210222113914|Playback
11|11|20210222113908|Playback
70|28|20210222113905|Playback
94|51|20210222113903|Live
92|96|20210222113900|Playback
13|58|20210222113859|Playback
36|17|20210222113856|Live
92|9|20210222113850|Live
68|30|20210222113845|Live
55|57|20210222113839|Live
37|31|20210222113831|Live
22|97|20210222113825|Playback
95|72|20210222113824|Live
6|92|20210222113819|Live
75|73|20210222113817|Live
3|54|20210222113817|Playback
84|86|20210222113811|Live
55|20|20210222113803|Live
17|22|20210222113800|Live
49|34|20210222113754|Live
28|46|20210222113745|Live
27|23|20210222113743|Live
14|81|20210222113743|Playback
43|48|20210222113738|Live
45|31|20210222113731|Live
62|50|20210222113727|Live
100|51|20210222113727|Playback
91|67|20210222113723|Live
77|62|20210222113719|Live
44|17|20210222113713|Live
22|83|20210222113705|Playback
99|28|20210222113656|Live
75|46|20210222113649|Live
47|66|20210222113641|Live
49|55|20210222113635|Live
64|58|20210222113628|Live
77|67|20210222113622|Live
53|7|20210222113613|Live
77|55|20210222113604|Live
89|89|20210222113600|Playback
54|42|20210222113553|Live
1|88|20210222113545|Playback
92|29|20210222113541|Live
87|37|20210222113534|Live
69|14|20210222113532|Playback
98|82|20210222113532|Live
97|27|20210222113528|Live
19|14|20210222113522|Playback
35|29|20210222113514|Live
45|32|20210222113508|Playback
57|63|20210222113505|Live
41|79|20210222113501|Live
36|42|20210222113453|Playback
38|13|20210222113453|Live
29|49|20210222113448|Playback
42|13|20210222113447|Playback
65|0|20210222113442|Playback
19|95|20210222113435|Live
29|82|20210222113435|Playback
30|76|20210222113430|Live
78|24|20210222113427|Playback
55|68|20210222113426|Live
66|13|20210222113425|Live
42|70|20210222113416|Live
4|14|20210222113407|Live
34|35|20210222113404|Live
87|25|20210222113358|Playback
46|72|20210222113356|Playback
59|92|20210222113355|Playback
87|55|20210222113355|Live
27|73|20210222113352|Live
70|71|20210222113351|Playback
44|88|20210222113351|Live
76|94|20210222113343|Live
16|90|20210222113334|Live
48|28|20210222113332|Live
56|5|20210222113324|Live
58|50|20210222113319|Live
100|59|20210222113317|Playback
40|81|20210222113310|Live
54|42|20210222113305|Live
47|27|20210222113303|Live
46|86|20210222113303|Live
1|74|20210222113301|Live
87|20|20210222113258|Live
54|6|20210222113252|Live
45|43|20210222113243|Live
42|5|20210222113242|Live
13|3|20210222113239|Live
28|66|20210222113232|Live
31|72|20210222113230|Playback
1|24|20210222113230|Live
11|49|20210222113222|Live
57|9|20210222113214|Live
34|18|20210222113212|Live
17|86|20210222113211|Live
89|16|20210222113206|Live
19|95|20210222113206|Live
95|66|20210222113157|Live
84|37|20210222113153|Playback
77|4|20210222113147|Live
4|45|20210222113146|Playback
28|96|20210222113138|Live
72|52|20210222113137|Live
63|49|20210222113133|Live
47|50|20210222113130|Playback
52|9|20210222113127|Live
14|29|20210222113126|Live
59|52|20210222113123|Live
59|73|20210222113121|Live
94|37|20210222113113|Live
37|47|20210222113111|Live
66|74|20210222113111|Playback
57|40|20210222113107|Live
80|4|20210222113104|Live
54|92|20210222113059|Live
60|45|20210222113054|Playback
26|13|20210222113054|Live
21|12|20210222113049|Playback
62|95|20210222113045|Live
78|78|20210222113043|Live
29|39|20210222113042|Live
82|52|20210222113035|Live
21|22|20210222113029|Playback
64|57|20210222113029|Playback
60|41|20210222113023|Live
12|10|20210222113019|Live
24|80|20210222113018|Live
75|9|20210222113010|Live
11|53|20210222113002|Playback
66|61|20210222113000|Live
59|80|20210222112954|Live
75|50|20210222112949|Live
59|42|20210222112948|Playback
43|11|20210222112945|Live
55|31|20210222112938|Live
18|53|20210222112936|Playback
87|97|20210222112935|Playback
81|6|20210222112926|Live
76|76|20210222112917|Live
26|52|20210222112909|Live
